time_stamp, total time, scan point size, incremental time, match time, delete size, delete time, tree size st, tree size end, add point size, preprocess time, solve time, imu proc time, fov seg time, downsample time, iekf total time
1773324163.54261494,0.02577078,6007,0.00140044,0.01394242,0,0.00000000,15183,15240,147,0.00406142,0.00369945,0.00431134,0.00000378,0.00118352,0.01797694
1773324163.64246440,0.02829916,6050,0.00154271,0.01668917,0,0.00000000,15240,15282,163,0.00208679,0.00429490,0.00345372,0.00000274,0.00102541,0.02139898
1773324163.74239492,0.02395285,6043,0.00163075,0.01388845,0,0.00000000,15282,15388,184,0.00371412,0.00371044,0.00279960,0.00000106,0.00085474,0.01785244
1773324163.84252238,0.02716124,6032,0.00140947,0.01421290,0,0.00000000,15388,15412,152,0.00197854,0.00413744,0.00524503,0.00000133,0.00087619,0.01869091
1773324163.94243002,0.02679998,6054,0.00137774,0.01442843,0,0.00000000,15412,15433,144,0.00263583,0.00420161,0.00432067,0.00000145,0.00108448,0.01893398
1773324164.04248381,0.02436145,6012,0.00139699,0.01428819,0,0.00000000,15433,15385,109,0.00252820,0.00396050,0.00281170,0.00000117,0.00073984,0.01852095
1773324164.14255333,0.03368741,6030,0.00122356,0.02251552,0,0.00000000,15385,15428,129,0.00214709,0.00398343,0.00393114,0.00000400,0.00086406,0.02674050
1773324164.24239469,0.03184232,6000,0.00185773,0.01981369,0,0.00000000,15428,15447,143,0.00414298,0.00387793,0.00398359,0.00000150,0.00115891,0.02398440
1773324164.34241748,0.02188215,6089,0.00091437,0.01504938,0,0.00000000,15447,15513,140,0.00270382,0.00260029,0.00185454,0.00000130,0.00049840,0.01785012
1773324164.44261265,0.01971823,6004,0.00085599,0.01245893,0,0.00000000,15513,15530,112,0.00224825,0.00268640,0.00220987,0.00000113,0.00061164,0.01537600
1773324164.54254127,0.02796840,6086,0.00170916,0.01582071,0,0.00000000,15530,15547,123,0.00203565,0.00470533,0.00339150,0.00000131,0.00090062,0.02087941
1773324164.64265823,0.02558353,6004,0.00147442,0.01544988,0,0.00000000,15547,15474,125,0.00206772,0.00386223,0.00279573,0.00000118,0.00074561,0.01958076
1773324164.74253583,0.02463984,6044,0.00143981,0.01426616,0,0.00000000,15474,15430,100,0.00130602,0.00408957,0.00284116,0.00000260,0.00074594,0.01863887
1773324164.84250522,0.03007814,6000,0.00137006,0.01973683,0,0.00000000,15430,15453,121,0.00221158,0.00400933,0.00289902,0.00000111,0.00074464,0.02402430
1773324164.94250250,0.02822385,6057,0.00112329,0.01810653,0,0.00000000,15453,15478,108,0.00278328,0.00422637,0.00285788,0.00000138,0.00075089,0.02261699
1773324165.04256582,0.02530411,6048,0.00124561,0.01531896,0,0.00000000,15478,15488,101,0.00236484,0.00403750,0.00279126,0.00000387,0.00077783,0.01965331
1773324165.14257479,0.02391830,5997,0.00112217,0.01424794,0,0.00000000,15488,15501,107,0.00211779,0.00393380,0.00271045,0.00000358,0.00077291,0.01846318
1773324165.24237967,0.02462542,6052,0.00150144,0.01398457,0,0.00000000,15501,15460,115,0.00200137,0.00381055,0.00318332,0.00000147,0.00074979,0.01804516
1773324165.34263682,0.02888644,6020,0.00095979,0.01900100,0,0.00000000,15460,15494,88,0.00209910,0.00387762,0.00311018,0.00000160,0.00082774,0.02312876
1773324165.44239116,0.01242833,6071,0.00042477,0.00746722,0,0.00000000,15494,15538,94,0.00202413,0.00205462,0.00149247,0.00000060,0.00039794,0.00965160
1773324165.54254079,0.02743049,6054,0.00119037,0.01505765,0,0.00000000,15538,15563,94,0.00193859,0.00533662,0.00362115,0.00000123,0.00088508,0.02069002
1773324165.64256477,0.02667197,6120,0.00087727,0.01686705,0,0.00000000,15563,15622,102,0.00301522,0.00410122,0.00291139,0.00000108,0.00073467,0.02126105
1773324165.74277067,0.02721850,6019,0.00094167,0.01700622,0,0.00000000,15622,15632,94,0.00383816,0.00456861,0.00276116,0.00000148,0.00077585,0.02187145
1773324165.84258509,0.03626643,6049,0.00072061,0.02647935,0,0.00000000,15632,15655,78,0.00143870,0.00388517,0.00326097,0.00000122,0.00076422,0.03064753
1773324165.94153142,0.02565438,6096,0.00167089,0.01528352,0,0.00000000,15655,15612,83,0.00246910,0.00349949,0.00317779,0.00000218,0.00086824,0.01905733
1773324166.04257035,0.02895897,6070,0.00077138,0.01791788,0,0.00000000,15612,15623,78,0.00198325,0.00485661,0.00315387,0.00000338,0.00103595,0.02310680
1773324166.14326262,0.02365189,6062,0.00083735,0.01417695,0,0.00000000,15623,15621,76,0.00198319,0.00387801,0.00279460,0.00000162,0.00075441,0.01832111
1773324166.24250960,0.02610482,6047,0.00104575,0.01365414,0,0.00000000,15621,15639,101,0.00212358,0.00396518,0.00514218,0.00000101,0.00085228,0.01814874
1773324166.34260488,0.02654514,6054,0.00130951,0.01608412,0,0.00000000,15639,15672,102,0.00205177,0.00389386,0.00285884,0.00000110,0.00074785,0.02028114
1773324166.44256830,0.01318232,6070,0.00100245,0.00692388,0,0.00000000,15672,15697,75,0.00190492,0.00224452,0.00139268,0.00000059,0.00037478,0.00936990
1773324166.54266667,0.02882959,6020,0.00096956,0.01774842,0,0.00000000,15697,15739,74,0.00321506,0.00435971,0.00343135,0.00000145,0.00084659,0.02246152
1773324166.64154148,0.02668920,6045,0.00073246,0.01637366,0,0.00000000,15739,15764,77,0.00391462,0.00437428,0.00302643,0.00000116,0.00079834,0.02123092
1773324166.74247265,0.02782194,6049,0.00085636,0.01619501,0,0.00000000,15764,15833,87,0.00193665,0.00437163,0.00365644,0.00000287,0.00117635,0.02091110
1773324166.84158301,0.03881665,6059,0.00130021,0.02769692,0,0.00000000,15833,15904,101,0.00087929,0.00400673,0.00339956,0.00000287,0.00094572,0.03194774
1773324166.94253659,0.02409625,6043,0.00102012,0.01439631,0,0.00000000,15904,15951,111,0.00238944,0.00396597,0.00279130,0.00000118,0.00081982,0.01861558
1773324167.04248643,0.02474634,6074,0.00130889,0.01444502,0,0.00000000,15951,15947,94,0.00240894,0.00395695,0.00279472,0.00000096,0.00079797,0.01875926
1773324167.14262009,0.02500661,6040,0.00146933,0.01429415,0,0.00000000,15947,15930,74,0.00207105,0.00427354,0.00277980,0.00000110,0.00075406,0.01889641
1773324167.24254513,0.02631073,6060,0.00136257,0.01441627,0,0.00000000,15930,15929,103,0.00258818,0.00456148,0.00275532,0.00000099,0.00074948,0.01934490
1773324167.34253979,0.03310170,6065,0.00133693,0.01921468,0,0.00000000,15929,15874,108,0.00270349,0.00517253,0.00517348,0.00000132,0.00087960,0.02475062
1773324167.44168591,0.02532703,6017,0.00109810,0.01515082,0,0.00000000,15874,15953,127,0.00319768,0.00436052,0.00274421,0.00000147,0.00078029,0.01984520
1773324167.54266906,0.02442276,6054,0.00081537,0.01429764,0,0.00000000,15953,16006,94,0.00207328,0.00384963,0.00349150,0.00000156,0.00082684,0.01842381
1773324167.64251542,0.02507363,6084,0.00101291,0.01410432,0,0.00000000,16006,16005,85,0.00201656,0.00391924,0.00391663,0.00000145,0.00089664,0.01827867
1773324167.74254751,0.02560469,6045,0.00080689,0.01535709,0,0.00000000,16005,15996,68,0.00378501,0.00396592,0.00331194,0.00000166,0.00088132,0.01957104
1773324167.84164810,0.02580903,6081,0.00067890,0.01569291,0,0.00000000,15996,15997,65,0.00198000,0.00438736,0.00281403,0.00000112,0.00082096,0.02046569
1773324167.94265556,0.02595010,6076,0.00182627,0.01430416,0,0.00000000,15997,15993,80,0.00192640,0.00438756,0.00294977,0.00000104,0.00074964,0.01905888
1773324168.04262471,0.03316960,6068,0.00088769,0.02092754,0,0.00000000,15993,15998,84,0.00271240,0.00412886,0.00509716,0.00000138,0.00084078,0.02535021
1773324168.14270544,0.02589512,6024,0.00085796,0.01512582,0,0.00000000,15998,16024,84,0.00303101,0.00442027,0.00337021,0.00000109,0.00073115,0.02002447
1773324168.24275732,0.02731526,6025,0.00069974,0.01658174,0,0.00000000,16024,16044,77,0.00292583,0.00530171,0.00275884,0.00000150,0.00077833,0.02224953
1773324168.34267235,0.02313860,5997,0.00071756,0.01421377,0,0.00000000,16044,16020,84,0.00222701,0.00337101,0.00298594,0.00000177,0.00084800,0.01779505
1773324168.44179487,0.01442330,6075,0.00048853,0.00796482,0,0.00000000,16020,16018,79,0.00397291,0.00224438,0.00215881,0.00000673,0.00075618,0.01036806
1773324168.54184151,0.01738842,6035,0.00044392,0.01008670,0,0.00000000,16018,15987,61,0.00373704,0.00254185,0.00274361,0.00000350,0.00073197,0.01281211
